# 五笔画词库，格式：词组\t编码\t权重
# 参考单手笔顺输入法码表: https://github.com/YQ-YSY/stroke-seq_MB 移除了部分不常用汉字
埸	12125113533	10
掦	12125113533	0
揭	121251135345	118
堨	121251135345	5
掲	12125113535	0
撔	121251141251234	0
拽	121251153	30
塌	1212511541541	32
搨	1212511541541	0
抽	12125121	244
戴	12125121122134534	137
揋	121251211534	0
撌	121251212511134	0
墤	121251212511134	0
壝	121251212511134454	0
攂	121251212512125121	0
捉	1212512134	104
堺	121251213432	0
撂	12125121354251	12
蛓	121251214534	0
揌	121251214544	0
摞	12125121554234	10
擃	1212512211311534	0
捵	12125122134	0
堌	12125122511	5
捆	1212512341	67
垌	121251251	10
挏	121251251	0
捛	121251251	0
捐	1212512511	15
埍	1212512511	0
堮	121251251115	0
壧	1212512511351221113134	0
操	1212512512511234	133
损	1212512534	128
埙	1212512534	10
埚	1212512534	10
鴶	12125132511154444	0
坱	12125134	0
抧	12125134	0
抰	12125134	0
摁	1212513414544	10
拀	12125135	0
袁	1212513534	30
欯	1212513534	0
壴	121251431	0
尌	121251431124	0
鼓	1212514311254	286
鼚	121251431125412111534	0
鼞	121251431125424345251121	0
瞽	121251431125425111	10
鼘	1212514311254322151512	0
鼙	121251431125432511312	10
鼛	121251431125435424251	0
鼟	1212514311254543341251431	0
鼜	1212514311254544251214	0
壾	1212514311515	0
鼔	1212514312154	0
喜	121251431251	459
囍	121251431251121251431251	0
噽	12125143125113241	0
嚭	1212514312511324251	5
敼	1212514312512154	0
歖	1212514312513534	0
熹	1212514312514444	10
憙	1212514312514544	5
彭	121251431333	30
甏	1212514313331554	10
蟚	121251431333251214	0
嘉	12125143153251	30
皷	12125143153254	0
迼	121251454	0
郆	12125152	0
挹	1212515215	10
拐	12125153	24
劼	12125153	10
捌	1212515322	30
哉	121251534	30
翓	121251541541	0
圸	121252	0
抩	12125211	0
堓	12125213112	0
揣	121252132522	12
堽	1212522112121	5
墿	1212522112143112	0
摆	1212522112154	275
擐	1212522112513534	5
皾	12125221251113453254	0
夁	1212522125122511	0
擉	1212522135251214	0
塄	121252214153	10
攞	1212522155444432411121	0
摧	12125232411121	58
墔	12125232411121	0
埁	1212523445	0
塴	12125235113511	0
坰	12125251	5
垇	12125251	0
垲	121252515	5
攌	1212525221125135341	0
贡	1212534	97
坝	1212534	24
汞	1212534	22
抐	1212534	0
埛	1212534251	0
撄	12125342534531	10
胾	121253434534	0
堈	12125431252	0
搰	121255452511	0
耂	1213	0
揿	121311153534	10
抙	1213112	0
垁	12131134	0
抶	12131134	0
撬	121311531153115	30
扦	121312	10
圲	121312	5
拃	12131211	10
捶	12131212211	15
埵	12131212211	10
捁	1213121251	0
攒	1213121353121352534	10
挺	121312154	239
塖	1213122113534	0
括	121312251	171
插	121312321511	170
揷	121312321511	0
揪	121312344334	37
捼	12131234531	0
塲	12131251113533	0
摥	12131251113533	0
挿	1213125112	0
堹	121312511211	0
揰	121312511211	0
塩	1213125125221	0
抍	1213132	0
攻	1213134	313
坆	1213134	0
扷	1213134	0
墧	121313425125251	0
挢	121313432	0
擌	1213143141343434	0
攥	12131431425111134554234	11
撘	121314314341251	0
擶	121314314431251122	0
擳	1213143145115452	0
